uniprot_id,nr_code,common_name,pdb_id,polymer_entity_id,entity_id,candidate_instance_count,all_candidate_instance_ids_json,all_candidate_qc_json,selected_instance_id,selected_label_asym_id,selected_auth_asym_id,selected_model_num,selected_observed_full_lbd_ca_coverage,selected_bfactor_usable_full_lbd_coverage,tie_break_step,selection_reason
P51449,NR1F3,RORγ,6U25,6U25_1,1,1,"[""6U25.A""]","[{""instance_id"": ""6U25.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.995833, ""bfactor_usable_full_lbd_coverage"": 0.995833, ""internal_missing_residue_count"": 0, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 1}]",6U25.A,A,A,1,0.995833,0.995833,NO_TIE_SINGLE_INSTANCE,1 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 6U25.A via: NO_TIE_SINGLE_INSTANCE.
P51449,NR1F3,RORγ,6UCG,6UCG_1,1,1,"[""6UCG.A""]","[{""instance_id"": ""6UCG.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.995833, ""bfactor_usable_full_lbd_coverage"": 0.995833, ""internal_missing_residue_count"": 0, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 0}]",6UCG.A,A,A,1,0.995833,0.995833,NO_TIE_SINGLE_INSTANCE,1 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 6UCG.A via: NO_TIE_SINGLE_INSTANCE.
P03372,NR3A1,ERα,6V87,6V87_1,1,2,"[""6V87.A"", ""6V87.B""]","[{""instance_id"": ""6V87.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.886076, ""bfactor_usable_full_lbd_coverage"": 0.886076, ""internal_missing_residue_count"": 26, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 27}, {""instance_id"": ""6V87.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.890295, ""bfactor_usable_full_lbd_coverage"": 0.890295, ""internal_missing_residue_count"": 24, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 26}]",6V87.A,A,A,1,0.890295,0.890295,highest positive-occupancy full standardized-LBD Ca coverage,2 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 6V87.A via: highest positive-occupancy full standardized-LBD Ca coverage.
P03372,NR3A1,ERα,6V8T,6V8T_1,1,2,"[""6V8T.A"", ""6V8T.B""]","[{""instance_id"": ""6V8T.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.886076, ""bfactor_usable_full_lbd_coverage"": 0.886076, ""internal_missing_residue_count"": 24, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 27}, {""instance_id"": ""6V8T.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.864979, ""bfactor_usable_full_lbd_coverage"": 0.864979, ""internal_missing_residue_count"": 30, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 32}]",6V8T.B,B,B,1,0.886076,0.886076,highest positive-occupancy full standardized-LBD Ca coverage,2 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 6V8T.B via: highest positive-occupancy full standardized-LBD Ca coverage.
O00482,NR5A2,LRH-1,6VC2,6VC2_1,1,1,"[""6VC2.A""]","[{""instance_id"": ""6VC2.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.983333, ""bfactor_usable_full_lbd_coverage"": 0.983333, ""internal_missing_residue_count"": 3, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 4}]",6VC2.A,A,A,1,0.983333,0.983333,NO_TIE_SINGLE_INSTANCE,1 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 6VC2.A via: NO_TIE_SINGLE_INSTANCE.
P03372,NR3A1,ERα,6VGH,6VGH_1,1,2,"[""6VGH.A"", ""6VGH.B""]","[{""instance_id"": ""6VGH.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.940928, ""bfactor_usable_full_lbd_coverage"": 0.940928, ""internal_missing_residue_count"": 12, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 14}, {""instance_id"": ""6VGH.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.936709, ""bfactor_usable_full_lbd_coverage"": 0.936709, ""internal_missing_residue_count"": 15, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 15}]",6VGH.B,B,B,1,0.940928,0.940928,highest positive-occupancy full standardized-LBD Ca coverage,2 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 6VGH.B via: highest positive-occupancy full standardized-LBD Ca coverage.
O00482,NR5A2,LRH-1,6VIF,6VIF_1,1,1,"[""6VIF.A""]","[{""instance_id"": ""6VIF.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.979167, ""bfactor_usable_full_lbd_coverage"": 0.979167, ""internal_missing_residue_count"": 3, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 5}]",6VIF.A,A,A,1,0.979167,0.979167,NO_TIE_SINGLE_INSTANCE,1 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 6VIF.A via: NO_TIE_SINGLE_INSTANCE.
P03372,NR3A1,ERα,6VJD,6VJD_1,1,4,"[""6VJD.A"", ""6VJD.B"", ""6VJD.C"", ""6VJD.D""]","[{""instance_id"": ""6VJD.D"", ""label_asym_id"": ""D"", ""auth_asym_id"": ""D"", ""observed_full_lbd_ca_coverage"": 0.974684, ""bfactor_usable_full_lbd_coverage"": 0.974684, ""internal_missing_residue_count"": 4, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 6}, {""instance_id"": ""6VJD.C"", ""label_asym_id"": ""C"", ""auth_asym_id"": ""C"", ""observed_full_lbd_ca_coverage"": 0.987342, ""bfactor_usable_full_lbd_coverage"": 0.987342, ""internal_missing_residue_count"": 3, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 3}, {""instance_id"": ""6VJD.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.974684, ""bfactor_usable_full_lbd_coverage"": 0.974684, ""internal_missing_residue_count"": 4, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 6}, {""instance_id"": ""6VJD.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.970464, ""bfactor_usable_full_lbd_coverage"": 0.970464, ""internal_missing_residue_count"": 7, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 7}]",6VJD.C,C,C,1,0.987342,0.987342,highest positive-occupancy full standardized-LBD Ca coverage,4 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 6VJD.C via: highest positive-occupancy full standardized-LBD Ca coverage.
P03372,NR3A1,ERα,6VPF,6VPF_1,1,4,"[""6VPF.A"", ""6VPF.B"", ""6VPF.C"", ""6VPF.D""]","[{""instance_id"": ""6VPF.D"", ""label_asym_id"": ""D"", ""auth_asym_id"": ""D"", ""observed_full_lbd_ca_coverage"": 0.978903, ""bfactor_usable_full_lbd_coverage"": 0.978903, ""internal_missing_residue_count"": 3, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 5}, {""instance_id"": ""6VPF.C"", ""label_asym_id"": ""C"", ""auth_asym_id"": ""C"", ""observed_full_lbd_ca_coverage"": 0.978903, ""bfactor_usable_full_lbd_coverage"": 0.978903, ""internal_missing_residue_count"": 4, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 5}, {""instance_id"": ""6VPF.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.978903, ""bfactor_usable_full_lbd_coverage"": 0.978903, ""internal_missing_residue_count"": 3, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 5}, {""instance_id"": ""6VPF.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.995781, ""bfactor_usable_full_lbd_coverage"": 0.995781, ""internal_missing_residue_count"": 1, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 1}]",6VPF.A,A,B,1,0.995781,0.995781,highest positive-occupancy full standardized-LBD Ca coverage,4 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 6VPF.A via: highest positive-occupancy full standardized-LBD Ca coverage.
P51449,NR1F3,RORγ,6VQF,6VQF_1,1,1,"[""6VQF.A""]","[{""instance_id"": ""6VQF.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.995833, ""bfactor_usable_full_lbd_coverage"": 0.995833, ""internal_missing_residue_count"": 0, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 1}]",6VQF.A,A,A,1,0.995833,0.995833,NO_TIE_SINGLE_INSTANCE,1 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 6VQF.A via: NO_TIE_SINGLE_INSTANCE.
P51449,NR1F3,RORγ,6VSW,6VSW_1,1,2,"[""6VSW.A"", ""6VSW.B""]","[{""instance_id"": ""6VSW.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.920833, ""bfactor_usable_full_lbd_coverage"": 0.920833, ""internal_missing_residue_count"": 3, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 3}, {""instance_id"": ""6VSW.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.933333, ""bfactor_usable_full_lbd_coverage"": 0.933333, ""internal_missing_residue_count"": 0, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 0}]",6VSW.A,A,A,1,0.933333,0.933333,highest positive-occupancy full standardized-LBD Ca coverage,2 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 6VSW.A via: highest positive-occupancy full standardized-LBD Ca coverage.
P37231,NR1C3,PPARγ,6VZL,6VZL_1,1,2,"[""6VZL.A"", ""6VZL.B""]","[{""instance_id"": ""6VZL.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.917293, ""bfactor_usable_full_lbd_coverage"": 0.917293, ""internal_missing_residue_count"": 22, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 22}, {""instance_id"": ""6VZL.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.93985, ""bfactor_usable_full_lbd_coverage"": 0.93985, ""internal_missing_residue_count"": 15, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 16}]",6VZL.A,A,A,1,0.93985,0.93985,highest positive-occupancy full standardized-LBD Ca coverage,2 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 6VZL.A via: highest positive-occupancy full standardized-LBD Ca coverage.
P37231,NR1C3,PPARγ,6VZM,6VZM_1,1,2,"[""6VZM.A"", ""6VZM.B""]","[{""instance_id"": ""6VZM.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.947368, ""bfactor_usable_full_lbd_coverage"": 0.947368, ""internal_missing_residue_count"": 14, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 14}, {""instance_id"": ""6VZM.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.93985, ""bfactor_usable_full_lbd_coverage"": 0.93985, ""internal_missing_residue_count"": 15, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 16}]",6VZM.B,B,B,1,0.947368,0.947368,highest positive-occupancy full standardized-LBD Ca coverage,2 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 6VZM.B via: highest positive-occupancy full standardized-LBD Ca coverage.
P37231,NR1C3,PPARγ,6VZN,6VZN_1,1,2,"[""6VZN.A"", ""6VZN.B""]","[{""instance_id"": ""6VZN.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.932331, ""bfactor_usable_full_lbd_coverage"": 0.932331, ""internal_missing_residue_count"": 18, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 18}, {""instance_id"": ""6VZN.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.943609, ""bfactor_usable_full_lbd_coverage"": 0.943609, ""internal_missing_residue_count"": 15, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 15}]",6VZN.A,A,A,1,0.943609,0.943609,highest positive-occupancy full standardized-LBD Ca coverage,2 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 6VZN.A via: highest positive-occupancy full standardized-LBD Ca coverage.
P37231,NR1C3,PPARγ,6VZO,6VZO_1,1,2,"[""6VZO.A"", ""6VZO.B""]","[{""instance_id"": ""6VZO.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.943609, ""bfactor_usable_full_lbd_coverage"": 0.943609, ""internal_missing_residue_count"": 15, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 15}, {""instance_id"": ""6VZO.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.962406, ""bfactor_usable_full_lbd_coverage"": 0.962406, ""internal_missing_residue_count"": 10, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 10}]",6VZO.A,A,A,1,0.962406,0.962406,highest positive-occupancy full standardized-LBD Ca coverage,2 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 6VZO.A via: highest positive-occupancy full standardized-LBD Ca coverage.
P51449,NR1F3,RORγ,6W9H,6W9H_1,1,1,"[""6W9H.A""]","[{""instance_id"": ""6W9H.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.995833, ""bfactor_usable_full_lbd_coverage"": 0.995833, ""internal_missing_residue_count"": 0, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 1}]",6W9H.A,A,A,1,0.995833,0.995833,NO_TIE_SINGLE_INSTANCE,1 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 6W9H.A via: NO_TIE_SINGLE_INSTANCE.
P51449,NR1F3,RORγ,6W9I,6W9I_1,1,1,"[""6W9I.A""]","[{""instance_id"": ""6W9I.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.995833, ""bfactor_usable_full_lbd_coverage"": 0.995833, ""internal_missing_residue_count"": 0, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 1}]",6W9I.A,A,A,1,0.995833,0.995833,NO_TIE_SINGLE_INSTANCE,1 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 6W9I.A via: NO_TIE_SINGLE_INSTANCE.
Q15466,NR0B2,SHP,6W9M,6W9M_2,2,1,"[""6W9M.B""]","[{""instance_id"": ""6W9M.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.045455, ""bfactor_usable_full_lbd_coverage"": 0.045455, ""internal_missing_residue_count"": 0, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 0}]",6W9M.B,B,B,1,0.045455,0.045455,NO_TIE_SINGLE_INSTANCE,1 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 6W9M.B via: NO_TIE_SINGLE_INSTANCE.
Q14995,NR1D2,Rev-erbβ,6WMQ,6WMQ_1,1,2,"[""6WMQ.A"", ""6WMQ.B""]","[{""instance_id"": ""6WMQ.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.933649, ""bfactor_usable_full_lbd_coverage"": 0.933649, ""internal_missing_residue_count"": 0, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 2}, {""instance_id"": ""6WMQ.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.933649, ""bfactor_usable_full_lbd_coverage"": 0.933649, ""internal_missing_residue_count"": 0, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 2}]",6WMQ.A,A,A,1,0.933649,0.933649,lexicographically smallest label_asym_id,2 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 6WMQ.A via: lexicographically smallest label_asym_id.
Q14995,NR1D2,Rev-erbβ,6WMS,6WMS_1,1,2,"[""6WMS.A"", ""6WMS.B""]","[{""instance_id"": ""6WMS.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.92891, ""bfactor_usable_full_lbd_coverage"": 0.92891, ""internal_missing_residue_count"": 0, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 3}, {""instance_id"": ""6WMS.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.92891, ""bfactor_usable_full_lbd_coverage"": 0.92891, ""internal_missing_residue_count"": 0, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 3}]",6WMS.A,A,A,1,0.92891,0.92891,lexicographically smallest label_asym_id,2 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 6WMS.A via: lexicographically smallest label_asym_id.
P03372,NR3A1,ERα,6WOK,6WOK_1,1,4,"[""6WOK.A"", ""6WOK.B"", ""6WOK.C"", ""6WOK.D""]","[{""instance_id"": ""6WOK.D"", ""label_asym_id"": ""D"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.949367, ""bfactor_usable_full_lbd_coverage"": 0.949367, ""internal_missing_residue_count"": 10, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 12}, {""instance_id"": ""6WOK.C"", ""label_asym_id"": ""C"", ""auth_asym_id"": ""C"", ""observed_full_lbd_ca_coverage"": 0.962025, ""bfactor_usable_full_lbd_coverage"": 0.962025, ""internal_missing_residue_count"": 7, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 9}, {""instance_id"": ""6WOK.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.92827, ""bfactor_usable_full_lbd_coverage"": 0.92827, ""internal_missing_residue_count"": 15, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 17}, {""instance_id"": ""6WOK.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""D"", ""observed_full_lbd_ca_coverage"": 0.953586, ""bfactor_usable_full_lbd_coverage"": 0.953586, ""internal_missing_residue_count"": 9, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 11}]",6WOK.C,C,C,1,0.962025,0.962025,highest positive-occupancy full standardized-LBD Ca coverage,4 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 6WOK.C via: highest positive-occupancy full standardized-LBD Ca coverage.
P51449,NR1F3,RORγ,6XAE,6XAE_1,1,1,"[""6XAE.A""]","[{""instance_id"": ""6XAE.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.995833, ""bfactor_usable_full_lbd_coverage"": 0.995833, ""internal_missing_residue_count"": 0, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 1}]",6XAE.A,A,A,1,0.995833,0.995833,NO_TIE_SINGLE_INSTANCE,1 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 6XAE.A via: NO_TIE_SINGLE_INSTANCE.
P51449,NR1F3,RORγ,6XFV,6XFV_1,1,2,"[""6XFV.A"", ""6XFV.B""]","[{""instance_id"": ""6XFV.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.904167, ""bfactor_usable_full_lbd_coverage"": 0.904167, ""internal_missing_residue_count"": 0, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 23}, {""instance_id"": ""6XFV.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.904167, ""bfactor_usable_full_lbd_coverage"": 0.904167, ""internal_missing_residue_count"": 0, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 23}]",6XFV.A,A,A,1,0.904167,0.904167,lexicographically smallest label_asym_id,2 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 6XFV.A via: lexicographically smallest label_asym_id.
O75469,NR1I2,PXR,6XP9,6XP9_1,1,2,"[""6XP9.A"", ""6XP9.B""]","[{""instance_id"": ""6XP9.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""B"", ""observed_full_lbd_ca_coverage"": 0.84375, ""bfactor_usable_full_lbd_coverage"": 0.84375, ""internal_missing_residue_count"": 44, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 45}, {""instance_id"": ""6XP9.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.857639, ""bfactor_usable_full_lbd_coverage"": 0.857639, ""internal_missing_residue_count"": 39, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 41}]",6XP9.A,A,A,1,0.857639,0.857639,highest positive-occupancy full standardized-LBD Ca coverage,2 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 6XP9.A via: highest positive-occupancy full standardized-LBD Ca coverage.
P37231,NR1C3,PPARγ,6Y3U,6Y3U_1,1,1,"[""6Y3U.A""]","[{""instance_id"": ""6Y3U.A"", ""label_asym_id"": ""A"", ""auth_asym_id"": ""A"", ""observed_full_lbd_ca_coverage"": 0.943609, ""bfactor_usable_full_lbd_coverage"": 0.943609, ""internal_missing_residue_count"": 15, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 15}]",6Y3U.A,A,A,1,0.943609,0.943609,NO_TIE_SINGLE_INSTANCE,1 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 6Y3U.A via: NO_TIE_SINGLE_INSTANCE.
P62508,NR3B3,ERRγ,6Y58,6Y58_2,2,1,"[""6Y58.B""]","[{""instance_id"": ""6Y58.B"", ""label_asym_id"": ""B"", ""auth_asym_id"": ""P"", ""observed_full_lbd_ca_coverage"": 0.026667, ""bfactor_usable_full_lbd_coverage"": 0.026667, ""internal_missing_residue_count"": 2, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 2}]",6Y58.B,B,P,1,0.026667,0.026667,NO_TIE_SINGLE_INSTANCE,1 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 6Y58.B via: NO_TIE_SINGLE_INSTANCE.
P04150,NR3C1,GR,6YMO,6YMO_2,2,2,"[""6YMO.C"", ""6YMO.D""]","[{""instance_id"": ""6YMO.D"", ""label_asym_id"": ""D"", ""auth_asym_id"": ""D"", ""observed_full_lbd_ca_coverage"": 0.025532, ""bfactor_usable_full_lbd_coverage"": 0.025532, ""internal_missing_residue_count"": 7, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 7}, {""instance_id"": ""6YMO.C"", ""label_asym_id"": ""C"", ""auth_asym_id"": ""C"", ""observed_full_lbd_ca_coverage"": 0.021277, ""bfactor_usable_full_lbd_coverage"": 0.021277, ""internal_missing_residue_count"": 8, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 8}]",6YMO.D,D,D,1,0.025532,0.025532,highest positive-occupancy full standardized-LBD Ca coverage,2 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 6YMO.D via: highest positive-occupancy full standardized-LBD Ca coverage.
P04150,NR3C1,GR,6YO8,6YO8_2,2,4,"[""6YO8.E"", ""6YO8.F"", ""6YO8.G"", ""6YO8.H""]","[{""instance_id"": ""6YO8.H"", ""label_asym_id"": ""H"", ""auth_asym_id"": ""H"", ""observed_full_lbd_ca_coverage"": 0.029787, ""bfactor_usable_full_lbd_coverage"": 0.029787, ""internal_missing_residue_count"": 0, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 0}, {""instance_id"": ""6YO8.G"", ""label_asym_id"": ""G"", ""auth_asym_id"": ""G"", ""observed_full_lbd_ca_coverage"": 0.029787, ""bfactor_usable_full_lbd_coverage"": 0.029787, ""internal_missing_residue_count"": 0, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 0}, {""instance_id"": ""6YO8.F"", ""label_asym_id"": ""F"", ""auth_asym_id"": ""F"", ""observed_full_lbd_ca_coverage"": 0.029787, ""bfactor_usable_full_lbd_coverage"": 0.029787, ""internal_missing_residue_count"": 0, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 0}, {""instance_id"": ""6YO8.E"", ""label_asym_id"": ""E"", ""auth_asym_id"": ""E"", ""observed_full_lbd_ca_coverage"": 0.029787, ""bfactor_usable_full_lbd_coverage"": 0.029787, ""internal_missing_residue_count"": 0, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 0}]",6YO8.E,E,E,1,0.029787,0.029787,lexicographically smallest label_asym_id,4 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 6YO8.E via: lexicographically smallest label_asym_id.
P04150,NR3C1,GR,6YOS,6YOS_2,2,1,"[""6YOS.C""]","[{""instance_id"": ""6YOS.C"", ""label_asym_id"": ""C"", ""auth_asym_id"": ""C"", ""observed_full_lbd_ca_coverage"": 0.059574, ""bfactor_usable_full_lbd_coverage"": 0.059574, ""internal_missing_residue_count"": 6, ""mapped_with_zero_occupancy_only_ca_residues"": 0, ""total_mapped_unmodeled_residues"": 6}]",6YOS.C,C,C,1,0.059574,0.059574,NO_TIE_SINGLE_INSTANCE,1 candidate instance(s) for this receptor x PDB entry x polymer entity; selected 6YOS.C via: NO_TIE_SINGLE_INSTANCE.
