pdb_id,polymer_entity_id,entity_id,instance_id,label_asym_id,auth_asym_id,instance_metadata_status,instance_metadata_notes
5AYG,5AYG_1,1,5AYG.B,B,B,PASS,
5AYG,5AYG_1,1,5AYG.A,A,A,PASS,
5AZT,5AZT_1,1,5AZT.B,B,B,PASS,
5AZT,5AZT_1,1,5AZT.A,A,A,PASS,
5AZV,5AZV_1,1,5AZV.B,B,B,PASS,
5AZV,5AZV_1,1,5AZV.A,A,A,PASS,
5C4O,5C4O_1,1,5C4O.A,A,A,PASS,
5C4S,5C4S_1,1,5C4S.A,A,A,PASS,
5C4T,5C4T_1,1,5C4T.A,A,A,PASS,
5C4U,5C4U_1,1,5C4U.A,A,A,PASS,
5CBX,5CBX_1,1,5CBX.F,F,F,PASS,
5CBX,5CBX_1,1,5CBX.E,E,E,PASS,
5CBX,5CBX_1,1,5CBX.B,B,B,PASS,
5CBX,5CBX_1,1,5CBX.A,A,A,PASS,
5CBY,5CBY_1,1,5CBY.B,B,B,PASS,
5CBY,5CBY_1,1,5CBY.A,A,A,PASS,
5CBZ,5CBZ_1,1,5CBZ.F,F,F,PASS,
5CBZ,5CBZ_1,1,5CBZ.E,E,E,PASS,
5CBZ,5CBZ_1,1,5CBZ.B,B,B,PASS,
5CBZ,5CBZ_1,1,5CBZ.A,A,A,PASS,
5CC0,5CC0_1,1,5CC0.D,D,B,PASS,
5CC0,5CC0_1,1,5CC0.A,A,A,PASS,
5CC1,5CC1_1,1,5CC1.F,F,X,PASS,
5CC1,5CC1_1,1,5CC1.E,E,W,PASS,
5CC1,5CC1_1,1,5CC1.B,B,B,PASS,
5CC1,5CC1_1,1,5CC1.A,A,A,PASS,
5CJ6,5CJ6_1,1,5CJ6.A,A,A,PASS,
5CJ6,5CJ6_2,2,5CJ6.B,B,B,PASS,
5DI7,5DI7_1,1,5DI7.B,B,B,PASS,
5DI7,5DI7_1,1,5DI7.A,A,A,PASS,
5DID,5DID_1,1,5DID.B,B,B,PASS,
5DID,5DID_1,1,5DID.A,A,A,PASS,
5DIE,5DIE_1,1,5DIE.B,B,B,PASS,
5DIE,5DIE_1,1,5DIE.A,A,A,PASS,
5DIG,5DIG_1,1,5DIG.B,B,B,PASS,
5DIG,5DIG_1,1,5DIG.A,A,A,PASS,
5DK9,5DK9_1,1,5DK9.B,B,B,PASS,
5DK9,5DK9_1,1,5DK9.A,A,A,PASS,
5DKB,5DKB_1,1,5DKB.B,B,B,PASS,
5DKB,5DKB_1,1,5DKB.A,A,A,PASS,
5DKE,5DKE_1,1,5DKE.B,B,B,PASS,
5DKE,5DKE_1,1,5DKE.A,A,A,PASS,
5DKG,5DKG_1,1,5DKG.B,B,B,PASS,
5DKG,5DKG_1,1,5DKG.A,A,A,PASS,
5DKS,5DKS_1,1,5DKS.B,B,B,PASS,
5DKS,5DKS_1,1,5DKS.A,A,A,PASS,
5DL4,5DL4_1,1,5DL4.B,B,B,PASS,
5DL4,5DL4_1,1,5DL4.A,A,A,PASS,
5DLR,5DLR_1,1,5DLR.B,B,B,PASS,
5DLR,5DLR_1,1,5DLR.A,A,A,PASS,
5DMC,5DMC_1,1,5DMC.B,B,B,PASS,
5DMC,5DMC_1,1,5DMC.A,A,A,PASS,
5DMF,5DMF_1,1,5DMF.B,B,B,PASS,
5DMF,5DMF_1,1,5DMF.A,A,A,PASS,
5DP0,5DP0_1,1,5DP0.B,B,B,PASS,
5DP0,5DP0_1,1,5DP0.A,A,A,PASS,
5DRJ,5DRJ_1,1,5DRJ.B,B,B,PASS,
5DRJ,5DRJ_1,1,5DRJ.A,A,A,PASS,
5DRM,5DRM_1,1,5DRM.B,B,B,PASS,
5DRM,5DRM_1,1,5DRM.A,A,A,PASS,
5DSH,5DSH_1,1,5DSH.A,A,A,PASS,
5DTV,5DTV_1,1,5DTV.C,C,B,PASS,
5DTV,5DTV_1,1,5DTV.A,A,A,PASS,
5DU5,5DU5_1,1,5DU5.B,B,B,PASS,
5DU5,5DU5_1,1,5DU5.A,A,A,PASS,
5DUE,5DUE_1,1,5DUE.B,B,B,PASS,
5DUE,5DUE_1,1,5DUE.A,A,A,PASS,
5DUG,5DUG_1,1,5DUG.B,B,B,PASS,
5DUG,5DUG_1,1,5DUG.A,A,A,PASS,
5DUH,5DUH_1,1,5DUH.B,B,B,PASS,
5DUH,5DUH_1,1,5DUH.A,A,A,PASS,
5DV3,5DV3_1,1,5DV3.A,A,A,PASS,
5DV6,5DV6_1,1,5DV6.A,A,A,PASS,
5DV8,5DV8_1,1,5DV8.A,A,A,PASS,
5DVC,5DVC_1,1,5DVC.A,A,A,PASS,
5DVS,5DVS_1,1,5DVS.B,B,B,PASS,
5DVS,5DVS_1,1,5DVS.A,A,A,PASS,
5DVV,5DVV_1,1,5DVV.B,B,B,PASS,
5DVV,5DVV_1,1,5DVV.A,A,A,PASS,
5DWE,5DWE_1,1,5DWE.B,B,B,PASS,
5DWE,5DWE_1,1,5DWE.A,A,A,PASS,
5DWG,5DWG_1,1,5DWG.B,B,B,PASS,
5DWG,5DWG_1,1,5DWG.A,A,A,PASS,
5DWI,5DWI_1,1,5DWI.B,B,B,PASS,
5DWI,5DWI_1,1,5DWI.A,A,A,PASS,
5DWJ,5DWJ_1,1,5DWJ.B,B,B,PASS,
5DWJ,5DWJ_1,1,5DWJ.A,A,A,PASS,
5DWL,5DWL_1,1,5DWL.A,A,A,PASS,
5DX3,5DX3_1,1,5DX3.A,A,A,PASS,
5DX3,5DX3_2,2,5DX3.B,B,B,PASS,
5DXB,5DXB_1,1,5DXB.A,A,A,PASS,
5DXB,5DXB_2,2,5DXB.B,B,B,PASS,
5DXE,5DXE_1,1,5DXE.B,B,B,PASS,
5DXE,5DXE_1,1,5DXE.A,A,A,PASS,
5DXG,5DXG_1,1,5DXG.B,B,B,PASS,
5DXG,5DXG_1,1,5DXG.A,A,A,PASS,
5DXK,5DXK_1,1,5DXK.B,B,B,PASS,
5DXK,5DXK_1,1,5DXK.A,A,A,PASS,
5DXM,5DXM_1,1,5DXM.B,B,B,PASS,
5DXM,5DXM_1,1,5DXM.A,A,A,PASS,
5DXP,5DXP_1,1,5DXP.B,B,B,PASS,
5DXP,5DXP_1,1,5DXP.A,A,A,PASS,
5DXQ,5DXQ_1,1,5DXQ.B,B,B,PASS,
5DXQ,5DXQ_1,1,5DXQ.A,A,A,PASS,
5DXR,5DXR_1,1,5DXR.B,B,B,PASS,
5DXR,5DXR_1,1,5DXR.A,A,A,PASS,
5DY8,5DY8_1,1,5DY8.B,B,B,PASS,
5DY8,5DY8_1,1,5DY8.A,A,A,PASS,
5DYB,5DYB_1,1,5DYB.B,B,B,PASS,
5DYB,5DYB_1,1,5DYB.A,A,A,PASS,
5DYD,5DYD_1,1,5DYD.B,B,B,PASS,
5DYD,5DYD_1,1,5DYD.A,A,A,PASS,
5DZ0,5DZ0_1,1,5DZ0.B,B,B,PASS,
5DZ0,5DZ0_1,1,5DZ0.A,A,A,PASS,
5DZ1,5DZ1_1,1,5DZ1.B,B,B,PASS,
5DZ1,5DZ1_1,1,5DZ1.A,A,A,PASS,
5DZ3,5DZ3_1,1,5DZ3.B,B,B,PASS,
5DZ3,5DZ3_1,1,5DZ3.A,A,A,PASS,
5DZH,5DZH_1,1,5DZH.B,B,B,PASS,
5DZH,5DZH_1,1,5DZH.A,A,A,PASS,
5DZI,5DZI_1,1,5DZI.B,B,B,PASS,
5DZI,5DZI_1,1,5DZI.A,A,A,PASS,
5E0W,5E0W_1,1,5E0W.B,B,B,PASS,
5E0W,5E0W_1,1,5E0W.A,A,A,PASS,
5E0X,5E0X_1,1,5E0X.B,B,B,PASS,
5E0X,5E0X_1,1,5E0X.A,A,A,PASS,
5E14,5E14_1,1,5E14.B,B,B,PASS,
5E14,5E14_1,1,5E14.A,A,A,PASS,
5E15,5E15_1,1,5E15.B,B,B,PASS,
5E15,5E15_1,1,5E15.A,A,A,PASS,
5E19,5E19_1,1,5E19.B,B,B,PASS,
5E19,5E19_1,1,5E19.A,A,A,PASS,
5E1C,5E1C_1,1,5E1C.B,B,B,PASS,
5E1C,5E1C_1,1,5E1C.A,A,A,PASS,
5E69,5E69_1,1,5E69.D,D,B,PASS,
5E69,5E69_1,1,5E69.A,A,A,PASS,
5E6A,5E6A_1,1,5E6A.D,D,B,PASS,
5E6A,5E6A_1,1,5E6A.A,A,A,PASS,
5E6B,5E6B_1,1,5E6B.D,D,B,PASS,
5E6B,5E6B_1,1,5E6B.A,A,A,PASS,
5E6C,5E6C_1,1,5E6C.B,B,B,PASS,
5E6C,5E6C_1,1,5E6C.A,A,A,PASS,
5E6D,5E6D_3,3,5E6D.D,D,B,PASS,
5E6D,5E6D_3,3,5E6D.C,C,A,PASS,
5EC9,5EC9_1,1,5EC9.A,A,A,PASS,
5EGV,5EGV_1,1,5EGV.B,B,B,PASS,
5EGV,5EGV_1,1,5EGV.A,A,A,PASS,
5EHJ,5EHJ_1,1,5EHJ.B,B,B,PASS,
5EHJ,5EHJ_1,1,5EHJ.A,A,A,PASS,
5EI1,5EI1_1,1,5EI1.B,B,B,PASS,
5EI1,5EI1_1,1,5EI1.A,A,A,PASS,
5EIT,5EIT_1,1,5EIT.B,B,B,PASS,
5EIT,5EIT_1,1,5EIT.A,A,A,PASS,
5EJV,5EJV_1,1,5EJV.C,C,B,PASS,
5EJV,5EJV_1,1,5EJV.A,A,A,PASS,
5EMC,5EMC_2,2,5EMC.C,C,B,PASS,
5EMC,5EMC_2,2,5EMC.B,B,A,PASS,
5EMP,5EMP_1,1,5EMP.B,B,B,PASS,
5EMP,5EMP_1,1,5EMP.A,A,A,PASS,
5EMQ,5EMQ_3,3,5EMQ.D,D,B,PASS,
5EMQ,5EMQ_3,3,5EMQ.C,C,A,PASS,
5ETH,5ETH_1,1,5ETH.B,B,B,PASS,
5ETH,5ETH_1,1,5ETH.A,A,A,PASS,
5F9B,5F9B_1,1,5F9B.B,B,B,PASS,
5F9B,5F9B_1,1,5F9B.A,A,A,PASS,
5FQP,5FQP_1,1,5FQP.A,A,A,PASS,
5FQR,5FQR_1,1,5FQR.A,A,A,PASS,
5FQS,5FQS_1,1,5FQS.A,A,A,PASS,
5FQT,5FQT_1,1,5FQT.A,A,A,PASS,
5FQV,5FQV_1,1,5FQV.A,A,A,PASS,
5G3J,5G3J_1,1,5G3J.A,A,A,PASS,
5G42,5G42_1,1,5G42.A,A,A,PASS,
5G43,5G43_1,1,5G43.A,A,A,PASS,
5G44,5G44_1,1,5G44.A,A,A,PASS,
5G45,5G45_1,1,5G45.A,A,A,PASS,
5G46,5G46_1,1,5G46.A,A,A,PASS,
5G5W,5G5W_1,1,5G5W.A,A,A,PASS,
5GS4,5GS4_1,1,5GS4.A,A,A,PASS,
5GT4,5GT4_1,1,5GT4.A,A,A,PASS,
5GTN,5GTN_1,1,5GTN.A,A,A,PASS,
5GTO,5GTO_1,1,5GTO.A,A,A,PASS,
5GTP,5GTP_1,1,5GTP.A,A,A,PASS,
5GTR,5GTR_1,1,5GTR.A,A,A,PASS,
5HCV,5HCV_1,1,5HCV.C,C,C,PASS,
5HCV,5HCV_1,1,5HCV.B,B,B,PASS,
5HCV,5HCV_1,1,5HCV.A,A,A,PASS,
5HJP,5HJP_1,1,5HJP.C,C,C,PASS,
5HJP,5HJP_1,1,5HJP.A,A,A,PASS,
5HJP,5HJP_2,2,5HJP.D,D,D,PASS,
5HJP,5HJP_2,2,5HJP.B,B,B,PASS,
5HJS,5HJS_1,1,5HJS.B,B,B,PASS,
5HJS,5HJS_1,1,5HJS.A,A,A,PASS,
5HYK,5HYK_1,1,5HYK.A,A,A,PASS,
5HYR,5HYR_1,1,5HYR.B,B,B,PASS,
5HYR,5HYR_1,1,5HYR.A,A,A,PASS,
5HZC,5HZC_1,1,5HZC.B,B,B,PASS,
5HZC,5HZC_1,1,5HZC.A,A,A,PASS,
5I4V,5I4V_1,1,5I4V.C,C,E,PASS,
5I4V,5I4V_1,1,5I4V.A,A,A,PASS,
5I4V,5I4V_2,2,5I4V.D,D,F,PASS,
5I4V,5I4V_2,2,5I4V.B,B,B,PASS,
5IAW,5IAW_1,1,5IAW.B,B,B,PASS,
5IAW,5IAW_1,1,5IAW.A,A,A,PASS,
5ICK,5ICK_1,1,5ICK.B,B,B,PASS,
5ICK,5ICK_1,1,5ICK.A,A,A,PASS,
5IXK,5IXK_1,1,5IXK.B,B,B,PASS,
5IXK,5IXK_1,1,5IXK.A,A,A,PASS,
5IZ0,5IZ0_1,1,5IZ0.G,G,G,PASS,
5IZ0,5IZ0_1,1,5IZ0.E,E,D,PASS,
5IZ0,5IZ0_1,1,5IZ0.C,C,B,PASS,
5IZ0,5IZ0_1,1,5IZ0.A,A,A,PASS,
5JI0,5JI0_1,1,5JI0.A,A,A,PASS,
5JI0,5JI0_2,2,5JI0.B,B,D,PASS,
5JJM,5JJM_1,1,5JJM.G,G,D,PASS,
5JJM,5JJM_1,1,5JJM.E,E,C,PASS,
5JJM,5JJM_1,1,5JJM.A,A,A,PASS,
5JJM,5JJM_3,3,5JJM.C,C,B,PASS,
5JMM,5JMM_1,1,5JMM.A,A,A,PASS,
5JMM,5JMM_2,2,5JMM.B,B,B,PASS,
5JY3,5JY3_1,1,5JY3.D,D,D,PASS,
5JY3,5JY3_1,1,5JY3.C,C,C,PASS,
5JY3,5JY3_1,1,5JY3.B,B,B,PASS,
5JY3,5JY3_1,1,5JY3.A,A,A,PASS,
5K13,5K13_1,1,5K13.A,A,A,PASS,
5K38,5K38_1,1,5K38.B,B,B,PASS,
5K38,5K38_1,1,5K38.A,A,A,PASS,
5K3L,5K3L_1,1,5K3L.D,D,D,PASS,
5K3L,5K3L_1,1,5K3L.C,C,C,PASS,
5K3L,5K3L_1,1,5K3L.B,B,B,PASS,
5K3L,5K3L_1,1,5K3L.A,A,A,PASS,
5K3M,5K3M_1,1,5K3M.B,B,B,PASS,
5K3M,5K3M_1,1,5K3M.A,A,A,PASS,
5K3N,5K3N_1,1,5K3N.D,D,D,PASS,
5K3N,5K3N_1,1,5K3N.C,C,C,PASS,
5K3N,5K3N_1,1,5K3N.B,B,B,PASS,
5K3N,5K3N_1,1,5K3N.A,A,A,PASS,
5K6E,5K6E_1,1,5K6E.B,B,B,PASS,
5K6E,5K6E_1,1,5K6E.A,A,A,PASS,
5K74,5K74_1,1,5K74.B,B,B,PASS,
5K74,5K74_1,1,5K74.A,A,A,PASS,
5KCC,5KCC_1,1,5KCC.B,B,B,PASS,
5KCC,5KCC_1,1,5KCC.A,A,A,PASS,
5KCD,5KCD_1,1,5KCD.B,B,B,PASS,
5KCD,5KCD_1,1,5KCD.A,A,A,PASS,
5KCE,5KCE_1,1,5KCE.B,B,B,PASS,
5KCE,5KCE_1,1,5KCE.A,A,A,PASS,
5KCF,5KCF_1,1,5KCF.B,B,B,PASS,
5KCF,5KCF_1,1,5KCF.A,A,A,PASS,
5KCT,5KCT_1,1,5KCT.B,B,B,PASS,
5KCT,5KCT_1,1,5KCT.A,A,A,PASS,
5KCU,5KCU_1,1,5KCU.B,B,B,PASS,
5KCU,5KCU_1,1,5KCU.A,A,A,PASS,
5KCW,5KCW_1,1,5KCW.B,B,B,PASS,
5KCW,5KCW_1,1,5KCW.A,A,A,PASS,
5KD9,5KD9_1,1,5KD9.B,B,B,PASS,
5KD9,5KD9_1,1,5KD9.A,A,A,PASS,
5KR9,5KR9_1,1,5KR9.B,B,B,PASS,
5KR9,5KR9_1,1,5KR9.A,A,A,PASS,
5KRA,5KRA_1,1,5KRA.F,F,F,PASS,
5KRA,5KRA_1,1,5KRA.E,E,E,PASS,
5KRA,5KRA_1,1,5KRA.B,B,B,PASS,
5KRA,5KRA_1,1,5KRA.A,A,A,PASS,
5KRC,5KRC_1,1,5KRC.B,B,B,PASS,
5KRC,5KRC_1,1,5KRC.A,A,A,PASS,
5KRF,5KRF_1,1,5KRF.B,B,B,PASS,
5KRF,5KRF_1,1,5KRF.A,A,A,PASS,
5KRH,5KRH_1,1,5KRH.B,B,B,PASS,
5KRH,5KRH_1,1,5KRH.A,A,A,PASS,
5KRI,5KRI_1,1,5KRI.B,B,B,PASS,
5KRI,5KRI_1,1,5KRI.A,A,A,PASS,
5KRJ,5KRJ_1,1,5KRJ.B,B,B,PASS,
5KRJ,5KRJ_1,1,5KRJ.A,A,A,PASS,
5KRK,5KRK_1,1,5KRK.B,B,B,PASS,
5KRK,5KRK_1,1,5KRK.A,A,A,PASS,
5KRL,5KRL_1,1,5KRL.B,B,B,PASS,
5KRL,5KRL_1,1,5KRL.A,A,A,PASS,
5KRM,5KRM_1,1,5KRM.B,B,B,PASS,
5KRM,5KRM_1,1,5KRM.A,A,A,PASS,
5KRO,5KRO_1,1,5KRO.B,B,B,PASS,
5KRO,5KRO_1,1,5KRO.A,A,A,PASS,
5KYA,5KYA_1,1,5KYA.C,C,E,PASS,
5KYA,5KYA_1,1,5KYA.A,A,A,PASS,
5KYA,5KYA_2,2,5KYA.D,D,F,PASS,
5KYA,5KYA_2,2,5KYA.B,B,B,PASS,
5KYJ,5KYJ_1,1,5KYJ.C,C,E,PASS,
5KYJ,5KYJ_1,1,5KYJ.A,A,A,PASS,
5KYJ,5KYJ_2,2,5KYJ.D,D,F,PASS,
5KYJ,5KYJ_2,2,5KYJ.B,B,B,PASS,
5L0M,5L0M_1,1,5L0M.A,A,A,PASS,
5L11,5L11_1,1,5L11.A,A,A,PASS,
5L7E,5L7E_1,1,5L7E.A,A,A,PASS,
5L7G,5L7G_1,1,5L7G.A,A,A,PASS,
5L7H,5L7H_1,1,5L7H.A,A,A,PASS,
5LSG,5LSG_1,1,5LSG.B,B,B,PASS,
5LSG,5LSG_1,1,5LSG.A,A,A,PASS,
5LWP,5LWP_1,1,5LWP.A,A,A,PASS,
5LYQ,5LYQ_1,1,5LYQ.A,A,A,PASS,
5M24,5M24_1,1,5M24.A,A,A,PASS,
5M96,5M96_1,1,5M96.B,B,B,PASS,
5M96,5M96_1,1,5M96.A,A,A,PASS,
5MJ5,5MJ5_1,1,5MJ5.A,A,A,PASS,
5MK4,5MK4_1,1,5MK4.C,C,C,PASS,
5MK4,5MK4_1,1,5MK4.A,A,A,PASS,
5MKJ,5MKJ_1,1,5MKJ.A,A,A,PASS,
5MKU,5MKU_1,1,5MKU.A,A,A,PASS,
5MMW,5MMW_1,1,5MMW.A,A,A,PASS,
5MWP,5MWP_1,1,5MWP.A,A,A,PASS,
5MWY,5MWY_1,1,5MWY.A,A,A,PASS,
5N10,5N10_1,1,5N10.E,E,D,PASS,
5N10,5N10_1,1,5N10.D,D,C,PASS,
5N10,5N10_1,1,5N10.A,A,F,PASS,
5NFP,5NFP_1,1,5NFP.A,A,A,PASS,
5NFT,5NFT_1,1,5NFT.A,A,A,PASS,
5NI5,5NI5_1,1,5NI5.A,A,A,PASS,
5NI7,5NI7_1,1,5NI7.A,A,A,PASS,
5NI8,5NI8_1,1,5NI8.A,A,A,PASS,
5NIB,5NIB_1,1,5NIB.A,A,A,PASS,
5NTI,5NTI_1,1,5NTI.D,D,D,PASS,
5NTI,5NTI_1,1,5NTI.C,C,C,PASS,
5NTI,5NTI_1,1,5NTI.B,B,B,PASS,
5NTI,5NTI_1,1,5NTI.A,A,A,PASS,
5NTK,5NTK_1,1,5NTK.B,B,B,PASS,
5NTK,5NTK_1,1,5NTK.A,A,A,PASS,
5NTN,5NTN_1,1,5NTN.D,D,D,PASS,
5NTN,5NTN_1,1,5NTN.C,C,C,PASS,
5NTN,5NTN_1,1,5NTN.B,B,B,PASS,
5NTN,5NTN_1,1,5NTN.A,A,A,PASS,
5NTP,5NTP_1,1,5NTP.A,A,A,PASS,
5NTQ,5NTQ_1,1,5NTQ.B,B,B,PASS,
5NTQ,5NTQ_1,1,5NTQ.A,A,A,PASS,
5NTW,5NTW_1,1,5NTW.D,D,D,PASS,
5NTW,5NTW_1,1,5NTW.C,C,C,PASS,
5NTW,5NTW_1,1,5NTW.B,B,B,PASS,
5NTW,5NTW_1,1,5NTW.A,A,A,PASS,
5NU1,5NU1_1,1,5NU1.B,B,B,PASS,
5NU1,5NU1_1,1,5NU1.A,A,A,PASS,
5Q0I,5Q0I_1,1,5Q0I.A,A,A,PASS,
5Q0J,5Q0J_1,1,5Q0J.C,C,C,PASS,
5Q0J,5Q0J_1,1,5Q0J.A,A,A,PASS,
5Q0K,5Q0K_1,1,5Q0K.A,A,A,PASS,
5Q0L,5Q0L_1,1,5Q0L.C,C,C,PASS,
5Q0L,5Q0L_1,1,5Q0L.A,A,A,PASS,
5Q0M,5Q0M_1,1,5Q0M.A,A,A,PASS,
5Q0N,5Q0N_1,1,5Q0N.C,C,C,PASS,
5Q0N,5Q0N_1,1,5Q0N.A,A,A,PASS,
5Q0O,5Q0O_1,1,5Q0O.C,C,C,PASS,
5Q0O,5Q0O_1,1,5Q0O.A,A,A,PASS,
5Q0P,5Q0P_1,1,5Q0P.C,C,C,PASS,
5Q0P,5Q0P_1,1,5Q0P.A,A,A,PASS,
5Q0Q,5Q0Q_1,1,5Q0Q.C,C,C,PASS,
5Q0Q,5Q0Q_1,1,5Q0Q.A,A,A,PASS,
5Q0R,5Q0R_1,1,5Q0R.A,A,A,PASS,
5Q0S,5Q0S_1,1,5Q0S.C,C,C,PASS,
5Q0S,5Q0S_1,1,5Q0S.A,A,A,PASS,
5Q0T,5Q0T_1,1,5Q0T.A,A,A,PASS,
5Q0U,5Q0U_1,1,5Q0U.C,C,C,PASS,
5Q0U,5Q0U_1,1,5Q0U.A,A,A,PASS,
5Q0V,5Q0V_1,1,5Q0V.C,C,C,PASS,
5Q0V,5Q0V_1,1,5Q0V.A,A,A,PASS,
5Q0W,5Q0W_1,1,5Q0W.A,A,A,PASS,
5Q0X,5Q0X_1,1,5Q0X.A,A,A,PASS,
5Q0Y,5Q0Y_1,1,5Q0Y.C,C,C,PASS,
5Q0Y,5Q0Y_1,1,5Q0Y.A,A,A,PASS,
5Q0Z,5Q0Z_1,1,5Q0Z.C,C,C,PASS,
5Q0Z,5Q0Z_1,1,5Q0Z.A,A,A,PASS,
5Q10,5Q10_1,1,5Q10.A,A,A,PASS,
5Q11,5Q11_1,1,5Q11.A,A,A,PASS,
5Q12,5Q12_1,1,5Q12.A,A,A,PASS,
5Q13,5Q13_1,1,5Q13.C,C,C,PASS,
5Q13,5Q13_1,1,5Q13.A,A,A,PASS,
5Q14,5Q14_1,1,5Q14.C,C,C,PASS,
5Q14,5Q14_1,1,5Q14.A,A,A,PASS,
5Q15,5Q15_1,1,5Q15.C,C,C,PASS,
5Q15,5Q15_1,1,5Q15.A,A,A,PASS,
5Q16,5Q16_1,1,5Q16.C,C,C,PASS,
5Q16,5Q16_1,1,5Q16.A,A,A,PASS,
5Q17,5Q17_1,1,5Q17.A,A,A,PASS,
5Q18,5Q18_1,1,5Q18.C,C,C,PASS,
5Q18,5Q18_1,1,5Q18.A,A,A,PASS,
5Q19,5Q19_1,1,5Q19.C,C,C,PASS,
5Q19,5Q19_1,1,5Q19.A,A,A,PASS,
5Q1A,5Q1A_1,1,5Q1A.C,C,C,PASS,
5Q1A,5Q1A_1,1,5Q1A.A,A,A,PASS,
5Q1B,5Q1B_1,1,5Q1B.C,C,C,PASS,
5Q1B,5Q1B_1,1,5Q1B.A,A,A,PASS,
5Q1C,5Q1C_1,1,5Q1C.C,C,C,PASS,
5Q1C,5Q1C_1,1,5Q1C.A,A,A,PASS,
5Q1D,5Q1D_1,1,5Q1D.C,C,C,PASS,
5Q1D,5Q1D_1,1,5Q1D.A,A,A,PASS,
5Q1E,5Q1E_1,1,5Q1E.A,A,A,PASS,
5Q1F,5Q1F_1,1,5Q1F.C,C,C,PASS,
5Q1F,5Q1F_1,1,5Q1F.A,A,A,PASS,
5Q1G,5Q1G_1,1,5Q1G.A,A,A,PASS,
5Q1H,5Q1H_1,1,5Q1H.G,G,G,PASS,
5Q1H,5Q1H_1,1,5Q1H.E,E,E,PASS,
5Q1H,5Q1H_1,1,5Q1H.C,C,C,PASS,
5Q1H,5Q1H_1,1,5Q1H.A,A,A,PASS,
5Q1I,5Q1I_1,1,5Q1I.A,A,A,PASS,
5SYZ,5SYZ_1,1,5SYZ.A,A,A,PASS,
5T0X,5T0X_2,2,5T0X.C,C,C,PASS,
5T0X,5T0X_2,2,5T0X.B,B,B,PASS,
5T1Z,5T1Z_1,1,5T1Z.B,B,B,PASS,
5T1Z,5T1Z_1,1,5T1Z.A,A,A,PASS,
5T8E,5T8E_1,1,5T8E.A,A,A,PASS,
5T8J,5T8J_1,1,5T8J.A,A,A,PASS,
5T92,5T92_1,1,5T92.B,B,B,PASS,
5T92,5T92_1,1,5T92.A,A,A,PASS,
5T97,5T97_1,1,5T97.B,B,B,PASS,
5T97,5T97_1,1,5T97.A,A,A,PASS,
5TBP,5TBP_1,1,5TBP.D,D,D,PASS,
5TBP,5TBP_1,1,5TBP.C,C,C,PASS,
5TBP,5TBP_1,1,5TBP.B,B,B,PASS,
5TBP,5TBP_1,1,5TBP.A,A,A,PASS,
5TLD,5TLD_1,1,5TLD.B,B,B,PASS,
5TLD,5TLD_1,1,5TLD.A,A,A,PASS,
5TLF,5TLF_1,1,5TLF.B,B,B,PASS,
5TLF,5TLF_1,1,5TLF.A,A,A,PASS,
5TLG,5TLG_1,1,5TLG.B,B,B,PASS,
5TLG,5TLG_1,1,5TLG.A,A,A,PASS,
5TLL,5TLL_1,1,5TLL.B,B,B,PASS,
5TLL,5TLL_1,1,5TLL.A,A,A,PASS,
5TLM,5TLM_1,1,5TLM.B,B,B,PASS,
5TLM,5TLM_1,1,5TLM.A,A,A,PASS,
5TLO,5TLO_1,1,5TLO.B,B,B,PASS,
5TLO,5TLO_1,1,5TLO.A,A,A,PASS,
5TLP,5TLP_1,1,5TLP.B,B,B,PASS,
5TLP,5TLP_1,1,5TLP.A,A,A,PASS,
5TLT,5TLT_1,1,5TLT.B,B,B,PASS,
5TLT,5TLT_1,1,5TLT.A,A,A,PASS,
5TLU,5TLU_1,1,5TLU.B,B,B,PASS,
5TLU,5TLU_1,1,5TLU.A,A,A,PASS,
5TLV,5TLV_1,1,5TLV.B,B,B,PASS,
5TLV,5TLV_1,1,5TLV.A,A,A,PASS,
5TLX,5TLX_1,1,5TLX.B,B,B,PASS,
5TLX,5TLX_1,1,5TLX.A,A,A,PASS,
5TLY,5TLY_1,1,5TLY.B,B,B,PASS,
5TLY,5TLY_1,1,5TLY.A,A,A,PASS,
5TM1,5TM1_1,1,5TM1.B,B,B,PASS,
5TM1,5TM1_1,1,5TM1.A,A,A,PASS,
5TM2,5TM2_1,1,5TM2.B,B,B,PASS,
5TM2,5TM2_1,1,5TM2.A,A,A,PASS,
5TM3,5TM3_1,1,5TM3.B,B,B,PASS,
5TM3,5TM3_1,1,5TM3.A,A,A,PASS,
5TM4,5TM4_1,1,5TM4.B,B,B,PASS,
5TM4,5TM4_1,1,5TM4.A,A,A,PASS,
5TM5,5TM5_1,1,5TM5.B,B,B,PASS,
5TM5,5TM5_1,1,5TM5.A,A,A,PASS,
5TM6,5TM6_1,1,5TM6.B,B,B,PASS,
5TM6,5TM6_1,1,5TM6.A,A,A,PASS,
5TM7,5TM7_1,1,5TM7.B,B,B,PASS,
5TM7,5TM7_1,1,5TM7.A,A,A,PASS,
5TM8,5TM8_1,1,5TM8.B,B,B,PASS,
5TM8,5TM8_1,1,5TM8.A,A,A,PASS,
5TM9,5TM9_1,1,5TM9.B,B,B,PASS,
5TM9,5TM9_1,1,5TM9.A,A,A,PASS,
5TML,5TML_1,1,5TML.B,B,B,PASS,
5TML,5TML_1,1,5TML.A,A,A,PASS,
5TMM,5TMM_1,1,5TMM.B,B,B,PASS,
