polymer_entity_id,pdb_id,entity_id,mapped_database_name,mapped_uniprot_accession,alignment_regions_json,query_project_uniprot,is_project_receptor_accession,is_query_receptor_accession,duplicate_mapping_for_same_accession,aligned_region_count,reference_intervals_overlap,entity_intervals_overlap,computed_reference_sequence_coverage,computed_entity_sequence_coverage
7OQ8_2,7OQ8,2,UniProt,P03372,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":581,""length"":15,""entity_end_seq_id"":15,""ref_end_seq_id"":595}]",P03372,True,True,False,1,False,False,0.02521,1.0
7OQ7_2,7OQ7,2,UniProt,P03372,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":581,""length"":15,""entity_end_seq_id"":15,""ref_end_seq_id"":595}]",P03372,True,True,False,1,False,False,0.02521,1.0
7OPW_2,7OPW,2,UniProt,P03372,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":581,""length"":15,""entity_end_seq_id"":15,""ref_end_seq_id"":595}]",P03372,True,True,False,1,False,False,0.02521,1.0
7OFK_1,7OFK,1,UniProt,P51449,"[{""entity_beg_seq_id"":22,""ref_beg_seq_id"":265,""length"":243,""entity_end_seq_id"":264,""ref_end_seq_id"":507}]",P51449,True,True,False,1,False,False,0.469112,0.913534
7OFI_1,7OFI,1,UniProt,P51449,"[{""entity_beg_seq_id"":22,""ref_beg_seq_id"":265,""length"":243,""entity_end_seq_id"":264,""ref_end_seq_id"":507}]",P51449,True,True,False,1,False,False,0.469112,0.913534
7NPC_1,7NPC,1,UniProt,P51449,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":268,""length"":240,""entity_end_seq_id"":240,""ref_end_seq_id"":507}]",P51449,True,True,False,1,False,False,0.46332,1.0
7NP6_1,7NP6,1,UniProt,P51449,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":265,""length"":243,""entity_end_seq_id"":247,""ref_end_seq_id"":507}]",P51449,True,True,False,1,False,False,0.469112,0.983806
7NP5_1,7NP5,1,UniProt,P51449,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":265,""length"":243,""entity_end_seq_id"":247,""ref_end_seq_id"":507}]",P51449,True,True,False,1,False,False,0.469112,0.983806
7NKE_1,7NKE,1,UniProt,P19793,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":223,""length"":240,""entity_end_seq_id"":244,""ref_end_seq_id"":462}]",P19793,True,True,False,1,False,False,0.519481,0.983607
7NIZ_2,7NIZ,2,UniProt,P03372,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":588,""length"":8,""entity_end_seq_id"":8,""ref_end_seq_id"":595}]",P03372,True,True,False,1,False,False,0.013445,1.0
7NFW_2,7NFW,2,UniProt,P03372,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":588,""length"":8,""entity_end_seq_id"":8,""ref_end_seq_id"":595}]",P03372,True,True,False,1,False,False,0.013445,1.0
7NFB_1,7NFB,1,UniProt,P03372,"[{""entity_beg_seq_id"":3,""ref_beg_seq_id"":304,""length"":245,""entity_end_seq_id"":247,""ref_end_seq_id"":548}]",P03372,True,True,False,1,False,False,0.411765,0.991903
7NEL_1,7NEL,1,UniProt,P03372,"[{""entity_beg_seq_id"":3,""ref_beg_seq_id"":304,""length"":245,""entity_end_seq_id"":247,""ref_end_seq_id"":548}]",P03372,True,True,False,1,False,False,0.411765,0.991903
7NEC_1,7NEC,1,UniProt,P51449,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":265,""length"":243,""entity_end_seq_id"":247,""ref_end_seq_id"":507}]",P51449,True,True,False,1,False,False,0.469112,0.983806
7NDO_1,7NDO,1,UniProt,P03372,"[{""entity_beg_seq_id"":3,""ref_beg_seq_id"":304,""length"":245,""entity_end_seq_id"":247,""ref_end_seq_id"":548}]",P03372,True,True,False,1,False,False,0.411765,0.991903
7N9O_1,7N9O,1,UniProt,P03372,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":306,""length"":249,""entity_end_seq_id"":249,""ref_end_seq_id"":554}]",P03372,True,True,False,1,False,False,0.418487,1.0
7N2A_1,7N2A,1,UniProt,O75469,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":137,""length"":298,""entity_end_seq_id"":298,""ref_end_seq_id"":434}]",O75469,True,True,False,1,False,False,0.686636,1.0
7MSA_1,7MSA,1,UniProt,P03372,"[{""entity_beg_seq_id"":25,""ref_beg_seq_id"":298,""length"":256,""entity_end_seq_id"":280,""ref_end_seq_id"":553}]",P03372,True,True,False,1,False,False,0.430252,0.914286
7LUK_1,7LUK,1,UniProt,P51449,"[{""entity_beg_seq_id"":22,""ref_beg_seq_id"":265,""length"":244,""entity_end_seq_id"":265,""ref_end_seq_id"":508}]",P51449,True,True,False,1,False,False,0.471042,0.85614
7LOT_1,7LOT,1,UniProt,P37231,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":232,""length"":274,""entity_end_seq_id"":278,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.542574,0.985612
7KXF_1,7KXF,1,UniProt,P51449,"[{""entity_beg_seq_id"":22,""ref_beg_seq_id"":265,""length"":244,""entity_end_seq_id"":265,""ref_end_seq_id"":508}]",P51449,True,True,False,1,False,False,0.471042,0.85614
7KXF_1,7KXF,1,UniProt,Q15788,"[{""entity_beg_seq_id"":272,""ref_beg_seq_id"":683,""length"":14,""entity_end_seq_id"":285,""ref_end_seq_id"":696}]",P51449,False,False,False,1,False,False,,0.049123
7KXE_1,7KXE,1,UniProt,P51449,"[{""entity_beg_seq_id"":22,""ref_beg_seq_id"":265,""length"":244,""entity_end_seq_id"":265,""ref_end_seq_id"":508}]",P51449,True,True,False,1,False,False,0.471042,0.85614
7KXE_1,7KXE,1,UniProt,Q15788,"[{""entity_beg_seq_id"":272,""ref_beg_seq_id"":683,""length"":14,""entity_end_seq_id"":285,""ref_end_seq_id"":696}]",P51449,False,False,False,1,False,False,,0.049123
7KXD_1,7KXD,1,UniProt,P51449,"[{""entity_beg_seq_id"":22,""ref_beg_seq_id"":265,""length"":244,""entity_end_seq_id"":265,""ref_end_seq_id"":508}]",P51449,True,True,False,1,False,False,0.471042,0.85614
7KXD_1,7KXD,1,UniProt,Q15788,"[{""entity_beg_seq_id"":272,""ref_beg_seq_id"":683,""length"":14,""entity_end_seq_id"":285,""ref_end_seq_id"":696}]",P51449,False,False,False,1,False,False,,0.049123
7KW7_4,7KW7,4,UniProt,P04150,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":1,""length"":777,""entity_end_seq_id"":777,""ref_end_seq_id"":777}]",P04150,True,True,False,1,False,False,1.0,1.0
7KQJ_1,7KQJ,1,UniProt,P51449,"[{""entity_beg_seq_id"":22,""ref_beg_seq_id"":265,""length"":244,""entity_end_seq_id"":265,""ref_end_seq_id"":508}]",P51449,True,True,False,1,False,False,0.471042,0.85614
7KHT_1,7KHT,1,UniProt,Q13285,"[{""entity_beg_seq_id"":2,""ref_beg_seq_id"":218,""length"":244,""entity_end_seq_id"":245,""ref_end_seq_id"":461}]",Q13285,True,True,False,1,False,False,0.529284,0.995918
7KCO_1,7KCO,1,UniProt,P51449,"[{""entity_beg_seq_id"":3,""ref_beg_seq_id"":262,""length"":246,""entity_end_seq_id"":248,""ref_end_seq_id"":507}]",P51449,True,True,False,1,False,False,0.474903,0.991935
7KBS_1,7KBS,1,UniProt,P03372,"[{""entity_beg_seq_id"":16,""ref_beg_seq_id"":307,""length"":248,""entity_end_seq_id"":263,""ref_end_seq_id"":554}]",P03372,True,True,False,1,False,False,0.416807,0.942966
7JYM_1,7JYM,1,UniProt,P51449,"[{""entity_beg_seq_id"":22,""ref_beg_seq_id"":265,""length"":244,""entity_end_seq_id"":265,""ref_end_seq_id"":508}]",P51449,True,True,False,1,False,False,0.471042,0.85614
7JYM_1,7JYM,1,UniProt,Q15788,"[{""entity_beg_seq_id"":272,""ref_beg_seq_id"":683,""length"":14,""entity_end_seq_id"":285,""ref_end_seq_id"":696}]",P51449,False,False,False,1,False,False,,0.049123
7JYE_1,7JYE,1,UniProt,O00482,"[{""entity_beg_seq_id"":4,""ref_beg_seq_id"":299,""length"":243,""entity_end_seq_id"":246,""ref_end_seq_id"":541}]",O00482,True,True,False,1,False,False,0.449168,0.987805
7JYD_1,7JYD,1,UniProt,O00482,"[{""entity_beg_seq_id"":4,""ref_beg_seq_id"":299,""length"":243,""entity_end_seq_id"":246,""ref_end_seq_id"":541}]",O00482,True,True,False,1,False,False,0.449168,0.987805
7JTW_1,7JTW,1,UniProt,P51449,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":259,""length"":250,""entity_end_seq_id"":254,""ref_end_seq_id"":508}]",P51449,True,True,False,1,False,False,0.482625,0.925926
7JTM_1,7JTM,1,UniProt,P51449,"[{""entity_beg_seq_id"":22,""ref_beg_seq_id"":265,""length"":244,""entity_end_seq_id"":265,""ref_end_seq_id"":508}]",P51449,True,True,False,1,False,False,0.471042,0.85614
7JQG_1,7JQG,1,UniProt,P37231,"[{""entity_beg_seq_id"":2,""ref_beg_seq_id"":231,""length"":275,""entity_end_seq_id"":276,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.544554,0.996377
7JHD_1,7JHD,1,UniProt,P03372,"[{""entity_beg_seq_id"":2,""ref_beg_seq_id"":305,""length"":250,""entity_end_seq_id"":251,""ref_end_seq_id"":554}]",P03372,True,True,False,1,False,False,0.420168,0.996016
7JH2_1,7JH2,1,UniProt,P51449,"[{""entity_beg_seq_id"":22,""ref_beg_seq_id"":265,""length"":244,""entity_end_seq_id"":265,""ref_end_seq_id"":508}]",P51449,True,True,False,1,False,False,0.471042,0.920755
7F80_1,7F80,1,UniProt,Q03181,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":171,""length"":271,""entity_end_seq_id"":275,""ref_end_seq_id"":441}]",Q03181,True,True,False,1,False,False,0.614512,0.985455
7EFQ_1,7EFQ,1,UniProt,P37231,"[{""entity_beg_seq_id"":3,""ref_beg_seq_id"":232,""length"":274,""entity_end_seq_id"":276,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.542574,0.992754
7E5I_1,7E5I,1,UniProt,Q07869,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":200,""length"":269,""entity_end_seq_id"":273,""ref_end_seq_id"":468}]",Q07869,True,True,False,1,False,False,0.574786,0.985348
7E5H_1,7E5H,1,UniProt,Q07869,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":200,""length"":269,""entity_end_seq_id"":273,""ref_end_seq_id"":468}]",Q07869,True,True,False,1,False,False,0.574786,0.985348
7E5G_1,7E5G,1,UniProt,Q07869,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":200,""length"":269,""entity_end_seq_id"":273,""ref_end_seq_id"":468}]",Q07869,True,True,False,1,False,False,0.574786,0.985348
7E5F_1,7E5F,1,UniProt,Q07869,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":200,""length"":269,""entity_end_seq_id"":273,""ref_end_seq_id"":468}]",Q07869,True,True,False,1,False,False,0.574786,0.985348
7E3M_1,7E3M,1,UniProt,P51449,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":265,""length"":243,""entity_end_seq_id"":243,""ref_end_seq_id"":507}]",P51449,True,True,False,1,False,False,0.469112,1.0
7E2O_1,7E2O,1,UniProt,P37231,"[{""entity_beg_seq_id"":3,""ref_beg_seq_id"":232,""length"":274,""entity_end_seq_id"":276,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.542574,0.992754
7E2E_1,7E2E,1,UniProt,P11474,"[{""entity_beg_seq_id"":16,""ref_beg_seq_id"":194,""length"":230,""entity_end_seq_id"":245,""ref_end_seq_id"":423}]",P11474,True,True,False,1,False,False,0.543735,0.938776
7E0A_1,7E0A,1,UniProt,P37231,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":230,""length"":276,""entity_end_seq_id"":280,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.546535,0.985714
7D42_1,7D42,1,UniProt,Q96RI1,"[{""entity_beg_seq_id"":22,""ref_beg_seq_id"":258,""length"":227,""entity_end_seq_id"":248,""ref_end_seq_id"":484}]",Q96RI1,True,True,False,1,False,False,0.467078,0.915323
7CXL_1,7CXL,1,UniProt,P37231,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":223,""length"":283,""entity_end_seq_id"":283,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.560396,1.0
7CXK_1,7CXK,1,UniProt,P37231,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":223,""length"":283,""entity_end_seq_id"":283,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.560396,1.0
7CXJ_1,7CXJ,1,UniProt,P37231,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":223,""length"":283,""entity_end_seq_id"":283,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.560396,1.0
7CXI_1,7CXI,1,UniProt,P37231,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":223,""length"":283,""entity_end_seq_id"":283,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.560396,1.0
7CXH_1,7CXH,1,UniProt,P37231,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":223,""length"":283,""entity_end_seq_id"":283,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.560396,1.0
7CXG_1,7CXG,1,UniProt,P37231,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":223,""length"":283,""entity_end_seq_id"":283,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.560396,1.0
7CXF_1,7CXF,1,UniProt,P37231,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":223,""length"":283,""entity_end_seq_id"":283,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.560396,1.0
7CXE_1,7CXE,1,UniProt,P37231,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":223,""length"":283,""entity_end_seq_id"":283,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.560396,1.0
7CFO_1,7CFO,1,UniProt,P19793,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":224,""length"":239,""entity_end_seq_id"":243,""ref_end_seq_id"":462}]",P19793,True,True,False,1,False,False,0.517316,0.983539
7C6Q_1,7C6Q,1,UniProt,Q07869,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":196,""length"":273,""entity_end_seq_id"":273,""ref_end_seq_id"":468}]",Q07869,True,True,False,1,False,False,0.583333,1.0
7BQ4_1,7BQ4,1,UniProt,Q07869,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":200,""length"":269,""entity_end_seq_id"":273,""ref_end_seq_id"":468}]",Q07869,True,True,False,1,False,False,0.574786,0.985348
7BQ3_1,7BQ3,1,UniProt,Q07869,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":200,""length"":269,""entity_end_seq_id"":273,""ref_end_seq_id"":468}]",Q07869,True,True,False,1,False,False,0.574786,0.985348
7BQ2_1,7BQ2,1,UniProt,Q07869,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":200,""length"":269,""entity_end_seq_id"":273,""ref_end_seq_id"":468}]",Q07869,True,True,False,1,False,False,0.574786,0.985348
7BQ1_1,7BQ1,1,UniProt,Q07869,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":200,""length"":269,""entity_end_seq_id"":273,""ref_end_seq_id"":468}]",Q07869,True,True,False,1,False,False,0.574786,0.985348
7BQ0_1,7BQ0,1,UniProt,Q07869,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":200,""length"":269,""entity_end_seq_id"":273,""ref_end_seq_id"":468}]",Q07869,True,True,False,1,False,False,0.574786,0.985348
7BPZ_1,7BPZ,1,UniProt,Q07869,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":200,""length"":269,""entity_end_seq_id"":273,""ref_end_seq_id"":468}]",Q07869,True,True,False,1,False,False,0.574786,0.985348
7BPY_1,7BPY,1,UniProt,Q07869,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":200,""length"":269,""entity_end_seq_id"":273,""ref_end_seq_id"":468}]",Q07869,True,True,False,1,False,False,0.574786,0.985348
7BK4_1,7BK4,1,UniProt,P19793,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":223,""length"":240,""entity_end_seq_id"":244,""ref_end_seq_id"":462}]",P19793,True,True,False,1,False,False,0.519481,0.983607
7BAB_2,7BAB,2,UniProt,P03372,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":588,""length"":8,""entity_end_seq_id"":8,""ref_end_seq_id"":595}]",P03372,True,True,False,1,False,False,0.013445,1.0
7BAA_2,7BAA,2,UniProt,P03372,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":588,""length"":8,""entity_end_seq_id"":8,""ref_end_seq_id"":595}]",P03372,True,True,False,1,False,False,0.013445,1.0
7BA9_2,7BA9,2,UniProt,P03372,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":588,""length"":8,""entity_end_seq_id"":8,""ref_end_seq_id"":595}]",P03372,True,True,False,1,False,False,0.013445,1.0
7BA8_2,7BA8,2,UniProt,P03372,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":588,""length"":8,""entity_end_seq_id"":8,""ref_end_seq_id"":595}]",P03372,True,True,False,1,False,False,0.013445,1.0
7BA7_2,7BA7,2,UniProt,P03372,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":588,""length"":8,""entity_end_seq_id"":8,""ref_end_seq_id"":595}]",P03372,True,True,False,1,False,False,0.013445,1.0
7BA6_2,7BA6,2,UniProt,P03372,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":588,""length"":8,""entity_end_seq_id"":8,""ref_end_seq_id"":595}]",P03372,True,True,False,1,False,False,0.013445,1.0
7BA5_2,7BA5,2,UniProt,P03372,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":588,""length"":8,""entity_end_seq_id"":8,""ref_end_seq_id"":595}]",P03372,True,True,False,1,False,False,0.013445,1.0
7BA3_2,7BA3,2,UniProt,P03372,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":588,""length"":8,""entity_end_seq_id"":8,""ref_end_seq_id"":595}]",P03372,True,True,False,1,False,False,0.013445,1.0
7B9T_2,7B9T,2,UniProt,P03372,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":588,""length"":8,""entity_end_seq_id"":8,""ref_end_seq_id"":595}]",P03372,True,True,False,1,False,False,0.013445,1.0
7B9R_2,7B9R,2,UniProt,P03372,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":588,""length"":8,""entity_end_seq_id"":8,""ref_end_seq_id"":595}]",P03372,True,True,False,1,False,False,0.013445,1.0
7B9O_1,7B9O,1,UniProt,P19793,"[{""entity_beg_seq_id"":3,""ref_beg_seq_id"":229,""length"":228,""entity_end_seq_id"":230,""ref_end_seq_id"":456}]",P19793,True,True,False,1,False,False,0.493506,0.991304
7B9M_2,7B9M,2,UniProt,P03372,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":588,""length"":8,""entity_end_seq_id"":8,""ref_end_seq_id"":595}]",P03372,True,True,False,1,False,False,0.013445,1.0
7B88_1,7B88,1,UniProt,P19793,"[{""entity_beg_seq_id"":3,""ref_beg_seq_id"":229,""length"":228,""entity_end_seq_id"":230,""ref_end_seq_id"":456}]",P19793,True,True,False,1,False,False,0.493506,0.991304
7AXL_1,7AXL,1,UniProt,O75469,"[{""entity_beg_seq_id"":12,""ref_beg_seq_id"":130,""length"":305,""entity_end_seq_id"":316,""ref_end_seq_id"":434}]",O75469,True,True,False,1,False,False,0.702765,0.953125
7AXK_1,7AXK,1,UniProt,O75469,"[{""entity_beg_seq_id"":12,""ref_beg_seq_id"":130,""length"":305,""entity_end_seq_id"":316,""ref_end_seq_id"":434}]",O75469,True,True,False,1,False,False,0.702765,0.96519
7AXJ_1,7AXJ,1,UniProt,O75469,"[{""entity_beg_seq_id"":12,""ref_beg_seq_id"":130,""length"":305,""entity_end_seq_id"":316,""ref_end_seq_id"":434}]",O75469,True,True,False,1,False,False,0.702765,0.953125
7AXI_1,7AXI,1,UniProt,O75469,"[{""entity_beg_seq_id"":12,""ref_beg_seq_id"":130,""length"":305,""entity_end_seq_id"":316,""ref_end_seq_id"":434}]",O75469,True,True,False,1,False,False,0.702765,0.96519
7AXH_1,7AXH,1,UniProt,O75469,"[{""entity_beg_seq_id"":12,""ref_beg_seq_id"":130,""length"":305,""entity_end_seq_id"":316,""ref_end_seq_id"":434}]",O75469,True,True,False,1,False,False,0.702765,0.96519
7AXG_1,7AXG,1,UniProt,O75469,"[{""entity_beg_seq_id"":12,""ref_beg_seq_id"":130,""length"":305,""entity_end_seq_id"":316,""ref_end_seq_id"":434}]",O75469,True,True,False,1,False,False,0.702765,0.953125
7AXF_1,7AXF,1,UniProt,O75469,"[{""entity_beg_seq_id"":12,""ref_beg_seq_id"":130,""length"":305,""entity_end_seq_id"":316,""ref_end_seq_id"":434}]",O75469,True,True,False,1,False,False,0.702765,0.96519
7AXE_1,7AXE,1,UniProt,O75469,"[{""entity_beg_seq_id"":12,""ref_beg_seq_id"":130,""length"":305,""entity_end_seq_id"":316,""ref_end_seq_id"":434}]",O75469,True,True,False,1,False,False,0.702765,0.96519
7AXD_1,7AXD,1,UniProt,O75469,"[{""entity_beg_seq_id"":12,""ref_beg_seq_id"":130,""length"":305,""entity_end_seq_id"":316,""ref_end_seq_id"":434}]",O75469,True,True,False,1,False,False,0.702765,0.96519
7AXC_1,7AXC,1,UniProt,O75469,"[{""entity_beg_seq_id"":12,""ref_beg_seq_id"":130,""length"":305,""entity_end_seq_id"":316,""ref_end_seq_id"":434}]",O75469,True,True,False,1,False,False,0.702765,0.96519
8D8I_1,8D8I,1,UniProt,P20393,"[{""entity_beg_seq_id"":5,""ref_beg_seq_id"":281,""length"":233,""entity_end_seq_id"":237,""ref_end_seq_id"":513}]",P20393,True,True,False,1,False,False,0.379479,0.983122
8CYO_1,8CYO,1,UniProt,P43354,"[{""entity_beg_seq_id"":14,""ref_beg_seq_id"":363,""length"":236,""entity_end_seq_id"":249,""ref_end_seq_id"":598}]",P43354,True,True,False,1,False,False,0.394649,0.947791
8CPJ_1,8CPJ,1,UniProt,P37231,"[{""entity_beg_seq_id"":3,""ref_beg_seq_id"":231,""length"":275,""entity_end_seq_id"":277,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.544554,0.99278
8CPI_1,8CPI,1,UniProt,P37231,"[{""entity_beg_seq_id"":3,""ref_beg_seq_id"":231,""length"":275,""entity_end_seq_id"":277,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.544554,0.99278
8CPH_1,8CPH,1,UniProt,P37231,"[{""entity_beg_seq_id"":3,""ref_beg_seq_id"":231,""length"":275,""entity_end_seq_id"":277,""ref_end_seq_id"":505}]",P37231,True,True,False,1,False,False,0.544554,0.99278
8CH8_1,8CH8,1,UniProt,O75469,"[{""entity_beg_seq_id"":12,""ref_beg_seq_id"":130,""length"":305,""entity_end_seq_id"":316,""ref_end_seq_id"":434}]",O75469,True,True,False,1,False,False,0.702765,0.953125
8CF9_1,8CF9,1,UniProt,O75469,"[{""entity_beg_seq_id"":12,""ref_beg_seq_id"":130,""length"":305,""entity_end_seq_id"":316,""ref_end_seq_id"":434}]",O75469,True,True,False,1,False,False,0.702765,0.953125
8CCT_1,8CCT,1,UniProt,O75469,"[{""entity_beg_seq_id"":12,""ref_beg_seq_id"":130,""length"":305,""entity_end_seq_id"":316,""ref_end_seq_id"":434}]",O75469,True,True,False,1,False,False,0.702765,0.953125
8C5L_1,8C5L,1,UniProt,P0AEX9,"[{""entity_beg_seq_id"":2,""ref_beg_seq_id"":27,""length"":361,""entity_end_seq_id"":362,""ref_end_seq_id"":387},{""entity_beg_seq_id"":366,""ref_beg_seq_id"":391,""length"":2,""entity_end_seq_id"":367,""ref_end_seq_id"":392}]",P10588,False,False,False,2,False,False,,0.639085
8C5L_1,8C5L,1,UniProt,P10588,"[{""entity_beg_seq_id"":363,""ref_beg_seq_id"":193,""length"":3,""entity_end_seq_id"":365,""ref_end_seq_id"":195},{""entity_beg_seq_id"":374,""ref_beg_seq_id"":199,""length"":195,""entity_end_seq_id"":568,""ref_end_seq_id"":393}]",P10588,True,True,False,2,False,False,0.490099,0.348592
8C4G_2,8C4G,2,UniProt,P03372,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":591,""length"":5,""entity_end_seq_id"":5,""ref_end_seq_id"":595}]",P03372,True,True,False,1,False,False,0.008403,1.0
8C4F_2,8C4F,2,UniProt,P03372,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":591,""length"":5,""entity_end_seq_id"":5,""ref_end_seq_id"":595}]",P03372,True,True,False,1,False,False,0.008403,1.0
8C42_2,8C42,2,UniProt,P03372,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":588,""length"":8,""entity_end_seq_id"":8,""ref_end_seq_id"":595}]",P03372,True,True,False,1,False,False,0.013445,1.0
8C1L_1,8C1L,1,UniProt,P41235,"[{""entity_beg_seq_id"":3,""ref_beg_seq_id"":148,""length"":230,""entity_end_seq_id"":232,""ref_end_seq_id"":377}]",P41235,True,True,False,1,False,False,0.485232,0.991379
8C0L_2,8C0L,2,UniProt,P03372,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":591,""length"":5,""entity_end_seq_id"":5,""ref_end_seq_id"":595}]",P03372,True,True,False,1,False,False,0.008403,1.0
8C0K_2,8C0K,2,UniProt,P03372,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":591,""length"":5,""entity_end_seq_id"":5,""ref_end_seq_id"":595}]",P03372,True,True,False,1,False,False,0.008403,1.0
8C0C_1,8C0C,1,UniProt,P37231,"[{""entity_beg_seq_id"":22,""ref_beg_seq_id"":223,""length"":282,""entity_end_seq_id"":303,""ref_end_seq_id"":504}]",P37231,True,True,False,1,False,False,0.558416,0.930693
8C04_2,8C04,2,UniProt,P03372,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":591,""length"":5,""entity_end_seq_id"":5,""ref_end_seq_id"":595}]",P03372,True,True,False,1,False,False,0.008403,1.0
8BZW_2,8BZW,2,UniProt,P03372,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":590,""length"":6,""entity_end_seq_id"":6,""ref_end_seq_id"":595}]",P03372,True,True,False,1,False,False,0.010084,1.0
8BZT_2,8BZT,2,UniProt,P03372,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":591,""length"":5,""entity_end_seq_id"":5,""ref_end_seq_id"":595}]",P03372,True,True,False,1,False,False,0.008403,1.0
8BZH_2,8BZH,2,UniProt,P03372,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":591,""length"":5,""entity_end_seq_id"":5,""ref_end_seq_id"":595}]",P03372,True,True,False,1,False,False,0.008403,1.0
8BZG_2,8BZG,2,UniProt,P03372,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":591,""length"":5,""entity_end_seq_id"":5,""ref_end_seq_id"":595}]",P03372,True,True,False,1,False,False,0.008403,1.0
8BZF_2,8BZF,2,UniProt,P03372,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":591,""length"":5,""entity_end_seq_id"":5,""ref_end_seq_id"":595}]",P03372,True,True,False,1,False,False,0.008403,1.0
8BZE_2,8BZE,2,UniProt,P03372,"[{""entity_beg_seq_id"":1,""ref_beg_seq_id"":591,""length"":5,""entity_end_seq_id"":5,""ref_end_seq_id"":595}]",P03372,True,True,False,1,False,False,0.008403,1.0
